yr,mnth,hr,holiday,weekday,workingday,temp,atemp,hum,windspeed,cnt,Peak_Hour,hour_bucket,Weekend,Temp_Difference,season_spring,season_summer,season_winter,weathersit_Heavy Rain,weathersit_Light Snow,weathersit_Mist
2011,1,23,0,0,0,-1.4399655564699423,-1.4468111613467043,-0.8149747528230312,-0.21162216067152378,8,0,3,1,0.007300000000000001,1,0,0,0,0,0
2011,1,0,0,1,1,-1.4399655564699423,-1.6231845158039069,-0.9704956785766901,1.3746481132141324,5,0,3,0,0.022999999999999993,1,0,0,0,0,0
2011,1,1,0,1,1,-1.5438841720291518,-1.7995578702611092,-0.9704956785766901,1.8627941717243057,2,0,3,0,0.033300000000000024,1,0,0,0,0,0
2011,1,4,0,1,1,-1.7517214031475714,-1.9759312247183118,-0.8149747528230312,1.6191299750140349,1,0,3,0,0.02360000000000001,1,0,0,0,0,0
2011,1,5,0,1,1,-1.7517214031475714,-1.9759312247183118,-0.8149747528230312,0.7646699563488234,3,0,3,0,0.02360000000000001,1,0,0,0,0,0
2011,1,6,0,1,1,-1.8556400187067814,-2.152304579175514,-0.6594538270693723,1.6191299750140349,30,0,3,0,0.03390000000000001,1,0,0,0,0,0
2011,1,7,0,1,1,-1.8556400187067814,-1.9759312247183118,-0.6594538270693723,0.032042036038747064,64,1,2,0,0.00360000000000002,1,0,0,0,0,0
2011,1,8,0,1,1,-1.8556400187067814,-2.064408947086281,-0.6594538270693723,0.7646699563488234,154,1,2,0,0.01880000000000001,1,0,0,0,0,0
2011,1,9,0,1,1,-1.7517214031475714,-1.9759312247183118,-1.022335987161243,1.6191299750140349,88,1,2,0,0.02360000000000001,1,0,0,0,0,0
2011,1,10,0,1,1,-1.6478027875883619,-1.7995578702611092,-1.022335987161243,0.5201880945489205,44,0,0,0,0.013300000000000006,1,0,0,0,0,0
2011,1,11,0,1,1,-1.5438841720291518,-1.7116622381718762,-1.1778569129149017,1.1309839165038615,51,0,0,0,0.01820000000000002,1,0,0,0,0,0
2011,1,12,0,1,1,-1.4399655564699423,-1.5352888837146739,-1.437058455837667,0.8865020547039586,61,0,0,0,0.00789999999999999,1,0,0,0,0,0
2011,1,13,0,1,1,-1.3360469409107323,-1.5352888837146739,-1.437058455837667,0.7646699563488234,61,0,0,0,0.02789999999999998,1,0,0,0,0,0
2011,1,14,0,1,1,-1.2321283253515223,-1.3589155292574713,-1.6962599987604317,0.7646699563488234,77,0,0,0,0.017600000000000005,1,0,0,0,0,0
2011,1,15,0,1,1,-1.2321283253515223,-1.3589155292574713,-1.6962599987604317,0.5201880945489205,72,0,0,0,0.017600000000000005,1,0,0,0,0,0
2011,1,16,0,1,1,-1.2321283253515223,-1.3589155292574713,-1.6962599987604317,0.5201880945489205,76,0,0,0,0.017600000000000005,1,0,0,0,0,0
2011,1,17,0,1,1,-1.3360469409107323,-1.4468111613467043,-1.6962599987604317,0.2765238978386496,157,1,1,0,0.012699999999999989,1,0,0,0,0,0
2011,1,18,0,1,1,-1.3360469409107323,-1.2704378068895017,-1.5925793815913256,-0.6997682191816975,157,1,1,0,0.017600000000000005,1,0,0,0,0,0
2011,1,19,0,1,1,-1.5438841720291518,-1.2704378068895017,-0.8149747528230312,-1.5542282378469092,110,1,1,0,0.057599999999999985,1,0,0,0,0,0
2011,1,20,0,1,1,-1.5438841720291518,-1.4468111613467043,-0.8149747528230312,-0.6997682191816975,52,0,3,0,0.02729999999999999,1,0,0,0,0,0
2011,1,21,0,1,1,-1.6478027875883619,-1.6231845158039069,0.06631049311436937,-0.4561040224714265,52,0,3,0,0.017000000000000015,1,0,0,0,0,0
2011,1,22,0,1,1,-1.8556400187067814,-1.8880355926290788,0.32551203603713386,-0.4561040224714265,20,0,3,0,0.011499999999999982,1,0,0,0,0,0
2011,1,23,0,1,1,-1.6478027875883619,-1.5352888837146739,-0.4002522841466072,-0.6997682191816975,12,0,3,0,0.03210000000000002,1,0,0,0,0,0
2011,1,0,0,2,1,-1.7517214031475714,-1.7116622381718762,-0.4002522841466072,-0.6997682191816975,5,0,3,0,0.021799999999999986,1,0,0,0,0,0
2011,1,1,0,2,1,-1.7517214031475714,-1.7116622381718762,-0.1928910498083957,-0.6997682191816975,2,0,3,0,0.021799999999999986,1,0,0,0,0,0
2011,1,2,0,2,1,-1.8556400187067814,-1.8880355926290788,0.014470184529816355,-0.4561040224714265,1,0,3,0,0.011499999999999982,1,0,0,0,0,0
2011,1,4,0,2,1,-1.8556400187067814,-1.7116622381718762,0.014470184529816355,-0.8216003175368329,2,0,3,0,0.041799999999999976,1,0,0,0,0,0
2011,1,5,0,2,1,-1.9595586342659914,-1.8880355926290788,0.27367172745258145,-0.6997682191816975,4,0,3,0,0.0315,1,0,0,0,0,0
2011,1,6,0,2,1,-1.9595586342659914,-1.8880355926290788,0.584713578959899,-0.6997682191816975,36,0,3,0,0.0315,1,0,0,0,0,0
2011,1,7,0,2,1,-1.9595586342659914,-1.8880355926290788,0.584713578959899,-0.4561040224714265,94,1,2,0,0.0315,1,0,0,0,0,0
2011,1,8,0,2,1,-1.8556400187067814,-1.8880355926290788,0.32551203603713386,-0.21162216067152378,179,1,2,0,0.011499999999999982,1,0,0,0,0,0
2011,1,9,0,2,1,-1.7517214031475714,-1.8880355926290788,0.06631049311436937,0.2765238978386496,100,1,2,0,0.008500000000000008,1,0,0,0,0,0
2011,1,10,0,2,1,-1.7517214031475714,-1.9759312247183118,0.32551203603713386,1.1309839165038615,42,0,0,0,0.02360000000000001,1,0,0,0,0,1
2011,1,11,0,2,1,-1.4399655564699423,-1.5352888837146739,-0.6076135184848193,0.8865020547039586,57,0,0,0,0.00789999999999999,1,0,0,0,0,0
2011,1,12,0,2,1,-1.4399655564699423,-1.4468111613467043,-0.6076135184848193,-0.21162216067152378,78,0,0,0,0.007300000000000001,1,0,0,0,0,0
2011,1,13,0,2,1,-1.3360469409107323,-1.4468111613467043,-0.34841197556205417,0.032042036038747064,97,0,0,0,0.012699999999999989,1,0,0,0,0,0
2011,1,14,0,2,1,-1.2321283253515223,-1.2704378068895017,-0.5557732099002662,0.2765238978386496,63,0,0,0,0.0024000000000000132,0,0,0,0,0,0
2011,1,15,0,2,1,-1.1282097097923123,-1.1825421748002687,-0.5557732099002662,0.5201880945489205,65,0,0,0,0.007300000000000029,1,0,0,0,0,0
2011,1,16,0,2,1,-1.0242910942331027,-1.094064452432299,-0.7112941356539253,0.5201880945489205,83,0,0,0,0.0121,1,0,0,0,0,0
2011,1,17,0,2,1,-1.1282097097923123,-1.1825421748002687,-0.7631344442384783,0.2765238978386496,212,1,1,0,0.007300000000000029,1,0,0,0,0,0
2011,1,18,0,2,1,-1.2321283253515223,-1.2704378068895017,-0.7631344442384783,0.032042036038747064,182,1,1,0,0.0024000000000000132,1,0,0,0,0,0
2011,1,19,0,2,1,-1.3360469409107323,-1.2704378068895017,-0.7631344442384783,-0.6997682191816975,112,1,1,0,0.017600000000000005,1,0,0,0,0,0
2011,1,20,0,2,1,-1.3360469409107323,-1.2704378068895017,-0.7631344442384783,-0.6997682191816975,54,0,3,0,0.017600000000000005,1,0,0,0,0,0
2011,1,21,0,2,1,-1.4399655564699423,-1.1825421748002687,0.06631049311436937,-1.5542282378469092,48,0,3,0,0.0527,1,0,0,0,0,0
2011,1,22,0,2,1,-1.4399655564699423,-1.2704378068895017,0.06631049311436937,-0.8216003175368329,35,0,3,0,0.037599999999999995,1,0,0,0,0,0
2011,1,23,0,2,1,-1.5438841720291518,-1.4468111613467043,0.32551203603713386,-0.8216003175368329,11,0,3,0,0.02729999999999999,1,0,0,0,0,0
2011,1,0,0,3,1,-1.5438841720291518,-1.2704378068895017,0.06631049311436937,-1.5542282378469092,6,0,3,0,0.057599999999999985,1,0,0,0,0,0
2011,1,1,0,3,1,-1.7517214031475714,-1.6231845158039069,0.584713578959899,-0.8216003175368329,6,0,3,0,0.037000000000000005,1,0,0,0,0,0
2011,1,2,0,3,1,-1.7517214031475714,-1.6231845158039069,0.584713578959899,-0.8216003175368329,2,0,3,0,0.037000000000000005,1,0,0,0,0,0
2011,1,4,0,3,1,-1.3360469409107323,-1.4468111613467043,-0.7631344442384783,0.2765238978386496,2,0,3,0,0.012699999999999989,1,0,0,0,0,0
2011,1,5,0,3,1,-1.4399655564699423,-1.4468111613467043,-0.8149747528230312,-0.21162216067152378,3,0,3,0,0.007300000000000001,1,0,0,0,0,0
2011,1,6,0,3,1,-1.5438841720291518,-1.6231845158039069,-0.8149747528230312,0.2765238978386496,33,0,3,0,0.0030000000000000027,1,0,0,0,0,0
2011,1,7,0,3,1,-1.6478027875883619,-1.7116622381718762,-1.022335987161243,0.032042036038747064,88,1,2,0,0.001799999999999996,1,0,0,0,0,0
2011,1,8,0,3,1,-1.5438841720291518,-1.7116622381718762,-1.1778569129149017,0.8865020547039586,195,1,2,0,0.01820000000000002,1,0,0,0,0,0
2011,1,9,0,3,1,-1.4399655564699423,-1.6231845158039069,-1.3333778386685609,1.1309839165038615,115,1,2,0,0.022999999999999993,1,0,0,0,0,0
2011,1,10,0,3,1,-1.4399655564699423,-1.6231845158039069,-1.3333778386685609,1.1309839165038615,57,0,0,0,0.022999999999999993,1,0,0,0,0,0
2011,1,11,0,3,1,-1.2321283253515223,-1.4468111613467043,-1.5407390730067727,1.1309839165038615,46,0,0,0,0.03270000000000001,1,0,0,0,0,0
2011,1,12,0,3,1,-1.2321283253515223,-1.4468111613467043,-1.5407390730067727,1.1309839165038615,79,0,0,0,0.03270000000000001,1,0,0,0,0,0
2011,1,13,0,3,1,-1.1282097097923123,-1.2704378068895017,-1.6962599987604317,0.8865020547039586,71,0,0,0,0.02240000000000003,1,0,0,0,0,0
2011,1,14,0,3,1,-1.0242910942331027,-1.094064452432299,-1.7999406159295375,0.032042036038747064,62,0,0,0,0.0121,1,0,0,0,0,0
2011,1,15,0,3,1,-1.0242910942331027,-1.094064452432299,-1.7999406159295375,0.032042036038747064,62,0,0,0,0.0121,1,0,0,0,0,0
2011,1,16,0,3,1,-1.0242910942331027,-0.9176910979750966,-1.7999406159295375,-0.8216003175368329,89,0,0,0,0.018199999999999994,1,0,0,0,0,0
2011,1,17,0,3,1,-1.3360469409107323,-1.4468111613467043,-1.2815375300840077,0.032042036038747064,190,1,1,0,0.012699999999999989,1,0,0,0,0,0
2011,1,18,0,3,1,-1.3360469409107323,-1.3589155292574713,-1.2815375300840077,-0.4561040224714265,169,1,1,0,0.0024000000000000132,1,0,0,0,0,0
2011,1,19,0,3,1,-1.3360469409107323,-1.2704378068895017,-1.2815375300840077,-0.6997682191816975,132,1,1,0,0.017600000000000005,1,0,0,0,0,0
2011,1,20,0,3,1,-1.4399655564699423,-1.4468111613467043,-0.8149747528230312,-0.21162216067152378,89,0,3,0,0.007300000000000001,1,0,0,0,0,0
2011,1,21,0,3,1,-1.5438841720291518,-1.6231845158039069,-0.6076135184848193,0.032042036038747064,43,0,3,0,0.0030000000000000027,1,0,0,0,0,0
2011,1,22,0,3,1,-1.6478027875883619,-1.6231845158039069,-0.4002522841466072,-0.4561040224714265,42,0,3,0,0.017000000000000015,1,0,0,0,0,0
2011,1,23,0,3,1,-1.5438841720291518,-1.2704378068895017,-0.8149747528230312,-1.5542282378469092,19,0,3,0,0.057599999999999985,1,0,0,0,0,0
2011,1,0,0,4,1,-1.6478027875883619,-1.3589155292574713,-0.4002522841466072,-1.5542282378469092,11,0,3,0,0.06240000000000001,1,0,0,0,0,0
2011,1,1,0,4,1,-1.7517214031475714,-1.4468111613467043,0.06631049311436937,-1.5542282378469092,4,0,3,0,0.0673,1,0,0,0,0,0
2011,1,2,0,4,1,-1.7517214031475714,-1.4468111613467043,0.06631049311436937,-1.5542282378469092,2,0,3,0,0.0673,1,0,0,0,0,0
2011,1,4,0,4,1,-1.7517214031475714,-1.6231845158039069,0.06631049311436937,-0.8216003175368329,1,0,3,0,0.037000000000000005,1,0,0,0,0,1
2011,1,5,0,4,1,-1.8556400187067814,-1.7116622381718762,0.32551203603713386,-0.8216003175368329,4,0,3,0,0.041799999999999976,1,0,0,0,0,1
2011,1,6,0,4,1,-1.8556400187067814,-1.7995578702611092,0.014470184529816355,-0.6997682191816975,36,0,3,0,0.026699999999999974,1,0,0,0,0,1
2011,1,7,0,4,1,-1.7517214031475714,-1.4468111613467043,-0.1928910498083957,-1.5542282378469092,95,1,2,0,0.0673,1,0,0,0,0,1
2011,1,8,0,4,1,-1.7517214031475714,-1.4468111613467043,-0.1928910498083957,-1.5542282378469092,219,1,2,0,0.0673,1,0,0,0,0,0
2011,1,9,0,4,1,-1.6478027875883619,-1.3589155292574713,-0.6076135184848193,-1.5542282378469092,122,1,2,0,0.06240000000000001,1,0,0,0,0,1
2011,1,10,0,4,1,-1.5438841720291518,-1.2704378068895017,-0.8149747528230312,-1.5542282378469092,45,0,0,0,0.057599999999999985,1,0,0,0,0,0
2011,1,11,0,4,1,-1.4399655564699423,-1.2704378068895017,-0.9704956785766901,-0.8216003175368329,59,0,0,0,0.037599999999999995,1,0,0,0,0,0
2011,1,12,0,4,1,-1.2321283253515223,-1.094064452432299,-1.437058455837667,-1.5542282378469092,84,0,0,0,0.02789999999999998,1,0,0,0,0,0
2011,1,13,0,4,1,-1.2321283253515223,-1.1825421748002687,-1.437058455837667,-0.6997682191816975,67,0,0,0,0.012699999999999989,1,0,0,0,0,0
2011,1,14,0,4,1,-1.1282097097923123,-1.1825421748002687,-1.3852181472531138,-0.21162216067152378,70,0,0,0,0.007300000000000029,1,0,0,0,0,0
2011,1,15,0,4,1,-1.1282097097923123,-1.1825421748002687,-1.3852181472531138,-1.5542282378469092,62,0,0,0,0.007300000000000029,1,0,0,0,0,0
2011,1,16,0,4,1,-1.2321283253515223,-1.2704378068895017,-1.2815375300840077,-0.21162216067152378,86,0,0,0,0.0024000000000000132,1,0,0,0,0,0
2011,1,17,0,4,1,-1.4399655564699423,-1.4468111613467043,-0.6076135184848193,-0.21162216067152378,172,1,1,0,0.007300000000000001,1,0,0,0,0,0
2011,1,18,0,4,1,-1.4399655564699423,-1.4468111613467043,-0.6076135184848193,-0.4561040224714265,163,1,1,0,0.007300000000000001,1,0,0,0,0,0
2011,1,19,0,4,1,-1.4399655564699423,-1.2704378068895017,-0.4002522841466072,-0.8216003175368329,112,1,1,0,0.037599999999999995,1,0,0,0,0,0
2011,1,20,0,4,1,-1.5438841720291518,-1.5352888837146739,-0.6076135184848193,-0.21162216067152378,69,0,3,0,0.0121,1,0,0,0,0,0
2011,1,21,0,4,1,-1.4399655564699423,-1.5352888837146739,-0.4002522841466072,0.2765238978386496,48,0,3,0,0.00789999999999999,1,0,0,0,0,1
2011,1,22,0,4,1,-1.4399655564699423,-1.5352888837146739,-0.6076135184848193,0.7646699563488234,52,0,3,0,0.00789999999999999,1,0,0,0,0,1
2011,1,23,0,4,1,-1.5438841720291518,-1.6231845158039069,-0.1928910498083957,0.032042036038747064,23,0,3,0,0.0030000000000000027,1,0,0,0,0,1
2011,1,0,0,5,1,-1.5438841720291518,-1.6231845158039069,0.06631049311436937,0.032042036038747064,17,0,3,0,0.0030000000000000027,1,0,0,0,0,1
2011,1,1,0,5,1,-1.5438841720291518,-1.6231845158039069,0.32551203603713386,0.2765238978386496,7,0,3,0,0.0030000000000000027,1,0,0,0,0,1
2011,1,2,0,5,1,-1.5438841720291518,-1.6231845158039069,0.32551203603713386,0.2765238978386496,1,0,3,0,0.0030000000000000027,1,0,0,0,0,1
2011,1,4,0,5,1,-1.5438841720291518,-1.5352888837146739,0.32551203603713386,-0.4561040224714265,1,0,3,0,0.0121,1,0,0,0,0,1
2011,1,5,0,5,1,-1.4399655564699423,-1.1825421748002687,-0.4002522841466072,-1.5542282378469092,5,0,3,0,0.0527,1,0,0,0,1,0
2011,1,6,0,5,1,-1.5438841720291518,-1.2704378068895017,0.32551203603713386,-1.5542282378469092,34,0,3,0,0.057599999999999985,1,0,0,0,0,1
2011,1,7,0,5,1,-1.5438841720291518,-1.5352888837146739,0.32551203603713386,-0.4561040224714265,84,1,2,0,0.0121,0,0,0,0,0,0
2011,1,8,0,5,1,-1.5438841720291518,-1.6231845158039069,-0.6076135184848193,0.5201880945489205,210,1,2,0,0.0030000000000000027,1,0,0,0,0,0
2011,1,9,0,5,1,-1.5438841720291518,-1.7116622381718762,-0.8149747528230312,0.8865020547039586,134,1,2,0,0.01820000000000002,1,0,0,0,0,0
2011,1,10,0,5,1,-1.4399655564699423,-1.6231845158039069,-1.3333778386685609,1.1309839165038615,63,0,0,0,0.022999999999999993,1,0,0,0,0,0
2011,1,11,0,5,1,-1.5438841720291518,-1.6231845158039069,-1.1778569129149017,0.2765238978386496,67,0,0,0,0.0030000000000000027,1,0,0,0,0,1
2011,1,12,0,5,1,-1.5438841720291518,-1.6231845158039069,-1.3333778386685609,0.5201880945489205,59,0,0,0,0.0030000000000000027,1,0,0,0,0,1
2011,1,13,0,5,1,-1.5438841720291518,-1.7116622381718762,-1.3333778386685609,0.7646699563488234,73,0,0,0,0.01820000000000002,1,0,0,0,0,1
2011,1,14,0,5,1,-1.5438841720291518,-1.6231845158039069,-1.1778569129149017,0.5201880945489205,50,0,0,0,0.0030000000000000027,1,0,0,0,0,1
2011,1,15,0,5,1,-1.5438841720291518,-1.5352888837146739,-1.3333778386685609,-0.21162216067152378,72,0,0,0,0.0121,1,0,0,0,0,1
2011,1,16,0,5,1,-1.5438841720291518,-1.5352888837146739,-1.3333778386685609,-0.21162216067152378,87,0,0,0,0.0121,1,0,0,0,0,1
2011,1,17,0,5,1,-1.5438841720291518,-1.2704378068895017,-1.3333778386685609,-1.5542282378469092,187,1,1,0,0.057599999999999985,1,0,0,0,0,1
2011,1,18,0,5,1,-1.5438841720291518,-1.4468111613467043,-1.1778569129149017,-0.8216003175368329,123,1,1,0,0.02729999999999999,1,0,0,0,0,0
2011,1,19,0,5,1,-1.7517214031475714,-1.6231845158039069,-0.4002522841466072,-0.8216003175368329,95,1,1,0,0.037000000000000005,1,0,0,0,0,0
2011,1,20,0,5,1,-1.6478027875883619,-1.5352888837146739,-0.8149747528230312,-0.6997682191816975,51,0,3,0,0.03210000000000002,1,0,0,0,0,0
2011,1,21,0,5,1,-1.6478027875883619,-1.6231845158039069,-0.8149747528230312,-0.4561040224714265,39,0,3,0,0.017000000000000015,1,0,0,0,0,0
2011,1,22,0,5,1,-1.6478027875883619,-1.6231845158039069,-1.022335987161243,-0.21162216067152378,36,0,3,0,0.017000000000000015,1,0,0,0,0,1
2011,1,23,0,5,1,-1.6478027875883619,-1.6231845158039069,-0.6076135184848193,-0.21162216067152378,15,0,3,0,0.017000000000000015,1,0,0,0,0,1
2011,1,0,0,6,0,-1.6478027875883619,-1.6231845158039069,-0.6076135184848193,-0.21162216067152378,25,0,3,1,0.017000000000000015,1,0,0,0,0,1
2011,1,1,0,6,0,-1.6478027875883619,-1.5352888837146739,-0.4002522841466072,-0.8216003175368329,16,0,3,1,0.03210000000000002,1,0,0,0,0,1
2011,1,2,0,6,0,-1.6478027875883619,-1.3589155292574713,-0.4002522841466072,-1.5542282378469092,16,0,3,1,0.06240000000000001,1,0,0,0,0,1
2011,1,3,0,6,0,-1.6478027875883619,-1.6231845158039069,-0.4002522841466072,-0.21162216067152378,7,0,3,1,0.017000000000000015,1,0,0,0,1,0
2011,1,4,0,6,0,-1.6478027875883619,-1.6231845158039069,-0.4002522841466072,-0.21162216067152378,1,0,3,1,0.017000000000000015,1,0,0,0,1,0
2011,1,5,0,6,0,-1.7517214031475714,-1.7995578702611092,0.584713578959899,-0.21162216067152378,5,0,3,1,0.006699999999999984,1,0,0,0,0,1
2011,1,6,0,6,0,-1.7517214031475714,-1.7995578702611092,0.584713578959899,-0.21162216067152378,2,0,3,1,0.006699999999999984,1,0,0,0,0,1
2011,1,7,0,6,0,-1.7517214031475714,-1.7116622381718762,0.584713578959899,-0.6997682191816975,9,1,2,1,0.021799999999999986,1,0,0,0,0,1
2011,1,8,0,6,0,-1.7517214031475714,-1.7116622381718762,1.5696794420664055,-0.6997682191816975,15,1,2,1,0.021799999999999986,1,0,0,0,1,0
2011,1,9,0,6,0,-1.7517214031475714,-1.7116622381718762,1.5696794420664055,-0.6997682191816975,20,1,2,1,0.021799999999999986,1,0,0,0,1,0
